popularity,duration,end_of_fade_in,start_of_fade_out,loudness,tempo,tempo_confidence,time_signature,time_signature_confidence,key,key_confidence,mode,mode_confidence,danceability,energy,speechiness,acousticness,instrumentalness,liveness,valence,duration_ms,label
83.0,252.26245,0.0,250.16599,-5.453,134.093,0.033,4,1.0,1,0.629,1,0.546,0.711,0.611,0.33,0.005880000000000001,0.0,0.23,0.14400000000000002,252262,1
74.0,181.1229,0.33079000000000003,176.55293,-4.817,153.093,0.318,4,1.0,11,0.387,0,0.458,0.5680000000000001,0.736,0.0557,0.201,0.0,0.362,0.72,181123,1
72.0,168.72726,0.0,162.34232,-6.92,82.532,0.092,4,1.0,11,0.461,1,0.577,0.81,0.658,0.329,0.022,0.0,0.309,0.433,168727,1
64.0,158.74023,2.23492,148.32907,-5.402,159.869,0.4,4,1.0,0,0.111,0,0.356,0.617,0.8320000000000001,0.0697,0.113,0.0,0.126,0.28,158740,1
52.0,173.0,0.0,167.41006,-8.38,135.945,0.647,4,0.867,1,0.0,1,0.32,0.739,0.507,0.0792,0.225,1.94e-05,0.326,0.507,173000,0
57.0,128.05144,0.11066000000000001,128.05142,-6.356,135.974,0.921,4,1.0,1,0.107,1,0.497,0.8250000000000001,0.557,0.0599,0.663,9.339999999999999e-06,0.111,0.936,128051,1
47.0,202.65306,2.06077,196.01704,-8.05,66.536,0.0,5,0.374,6,0.687,0,0.734,0.41100000000000003,0.47600000000000003,0.041800000000000004,0.8290000000000001,0.00107,0.089,0.47600000000000003,202653,0
70.0,162.59383,0.32499,158.17433,-6.438,98.946,0.223,4,0.904,0,0.371,0,0.5650000000000001,0.646,0.594,0.035,0.0235,0.0,0.185,0.558,162594,1
57.0,185.82169,0.16299000000000002,181.73679,-4.928,121.06,0.794,4,1.0,0,0.131,1,0.385,0.613,0.843,0.121,0.022500000000000003,0.0,0.10400000000000001,0.624,185822,1
73.0,218.09332,0.1102,195.69778,-9.295,129.958,0.54,4,1.0,7,0.365,1,0.644,0.626,0.453,0.030600000000000002,0.8160000000000001,1.91e-06,0.09040000000000001,0.494,218093,1
79.0,270.9263,0.8023600000000001,258.24072,-8.738,123.934,0.444,4,0.996,10,0.274,1,0.417,0.581,0.456,0.0269,0.794,3.84e-06,0.123,0.4,270926,1
75.0,185.58667,0.38866,176.26268,-9.975,134.019,0.197,4,1.0,0,0.743,1,0.786,0.5670000000000001,0.211,0.0315,0.9520000000000001,5.2400000000000007e-05,0.275,0.289,185587,1
77.0,209.49333,0.16154000000000002,204.47491,-9.971,146.99,0.002,4,0.121,1,0.489,1,0.601,0.429,0.486,0.101,0.866,0.0,0.09820000000000001,0.661,209493,1
73.0,193.27905,0.0,180.16364,-5.558,144.445,0.922,4,0.883,0,0.797,1,0.589,0.85,0.658,0.221,0.139,0.0,0.063,0.8320000000000001,193279,1
50.0,262.93665,3.08245,239.05524,-7.746,95.046,0.77,4,0.982,3,0.562,0,0.503,0.611,0.533,0.0397,0.0562,0.0,0.09230000000000001,0.28800000000000003,262937,0
68.0,202.43478,4.93424,195.92998,-9.056,114.9,0.661,4,1.0,1,0.5760000000000001,1,0.605,0.726,0.499,0.0379,0.0921,0.0,0.0717,0.465,202435,1
59.0,121.5,0.0,119.19964,-15.227,80.006,0.20700000000000002,4,1.0,10,0.5650000000000001,0,0.447,0.723,0.304,0.052000000000000005,0.744,0.0224,0.107,0.271,121500,1
69.0,182.64552,0.20907,169.96426,-6.483,94.933,0.467,4,0.925,2,0.179,0,0.31,0.777,0.308,0.031400000000000004,0.226,0.0,0.109,0.634,182646,1
70.0,214.09332,0.16921000000000003,211.0694,-8.062,135.841,0.183,5,0.644,5,0.255,0,0.426,0.612,0.423,0.050800000000000005,0.588,0.0,0.117,0.18,214093,1
64.0,129.36372,0.44127000000000005,123.68109,-5.945,107.55,0.378,4,1.0,8,0.23800000000000002,1,0.454,0.733,0.611,0.548,0.454,0.0,0.107,0.804,129364,1
51.0,194.61832,0.15642,189.64317,-4.791,99.999,0.338,4,1.0,6,0.8140000000000001,1,0.707,0.653,0.661,0.049100000000000005,0.043500000000000004,0.0,0.0766,0.732,194618,0
75.0,216.0,0.2902,208.35265,-10.062,180.086,0.308,4,0.866,5,0.47500000000000003,1,0.519,0.5630000000000001,0.23,0.11,0.877,0.0,0.11800000000000001,0.334,216000,1
64.0,179.5789,0.06381,174.90431,-2.743,122.992,0.853,4,0.805,10,0.68,0,0.667,0.764,0.846,0.0636,0.159,0.000263,0.0475,0.777,179579,1
63.0,185.46054,1.05683,181.50458,-5.374,90.082,0.252,3,0.969,6,0.417,0,0.521,0.752,0.587,0.0291,0.281,8.74e-06,0.148,0.584,185461,1
70.0,140.58667,0.45329,133.08517,-3.95,191.898,0.043000000000000003,4,1.0,2,0.222,1,0.293,0.643,0.785,0.201,0.199,0.0,0.17400000000000002,0.217,140587,1
56.0,153.93102,0.0,151.78883,-5.217,145.071,0.867,4,1.0,9,0.064,1,0.281,0.677,0.8300000000000001,0.09,0.14300000000000002,5.33e-06,0.195,0.934,153931,0
75.0,180.2381,0.23900000000000002,172.4488,-4.889,125.982,0.892,4,0.833,9,0.0,0,0.0,0.736,0.678,0.0475,0.020200000000000003,0.0,0.155,0.518,180238,1
78.0,188.10667,0.26671,183.19965,-7.893,136.016,0.5,4,0.993,0,0.585,0,0.726,0.766,0.295,0.046400000000000004,0.9470000000000001,4.440000000000001e-05,0.11900000000000001,0.805,188107,1
42.0,182.08,0.32531000000000004,174.14384,-12.341,149.62,0.521,3,1.0,0,0.023,1,0.367,0.507,0.34,0.0328,0.499,0.319,0.0876,0.327,182080,0
47.0,150.24,0.0,145.88518,-5.063,125.074,0.648,4,0.513,6,0.423,0,0.33,0.795,0.641,0.0521,0.214,0.0,0.22,0.198,150240,0
45.0,154.72499,0.0,149.05469,-6.943,94.562,0.129,4,1.0,5,0.457,1,0.365,0.874,0.463,0.123,0.049,0.000163,0.0988,0.67,154725,0
43.0,201.57333,0.19769,192.94041,-6.651,124.016,0.4,4,1.0,6,0.426,0,0.579,0.668,0.5740000000000001,0.076,0.0155,1.7399999999999999e-06,0.0712,0.653,201573,0
62.0,228.796,0.13361,221.62866,-6.537,96.044,0.34,3,0.977,6,0.744,1,0.726,0.61,0.562,0.031900000000000005,0.361,0.0,0.0969,0.28200000000000003,228796,1
64.0,195.08,0.23478000000000002,189.93922,-3.944,74.968,0.494,4,0.9510000000000001,2,0.964,1,0.684,0.795,0.658,0.07010000000000001,0.176,1.18e-06,0.23900000000000002,0.6960000000000001,195080,1
47.0,243.90965,0.46404000000000006,238.19029,-6.226,129.44,0.059000000000000004,4,1.0,11,0.398,0,0.504,0.656,0.625,0.188,0.482,0.0,0.131,0.41200000000000003,243910,0
61.0,175.85333,0.0,168.30984,-4.378,92.005,0.265,4,1.0,0,0.34900000000000003,1,0.5700000000000001,0.771,0.76,0.154,0.0845,0.0,0.0716,0.715,175853,1
63.0,209.66902,0.30762,203.77832,-4.053,171.927,0.675,4,0.983,9,0.5650000000000001,1,0.522,0.787,0.75,0.20500000000000002,0.0959,0.0,0.897,0.879,209669,1
76.0,183.69333,0.0,177.18567,-6.557,160.138,0.131,4,1.0,11,0.8240000000000001,1,0.799,0.484,0.58,0.256,0.354,0.0,0.374,0.597,183693,1
60.0,169.24,0.16821000000000003,158.34848,-4.743,93.997,0.46900000000000003,4,0.435,10,0.386,1,0.40800000000000003,0.577,0.753,0.0361,0.0318,0.0,0.334,0.419,169240,1
51.0,160.8838,0.0,156.2935,-6.142,94.045,0.8130000000000001,4,1.0,10,0.243,0,0.39,0.745,0.751,0.058600000000000006,0.23600000000000002,0.0,0.183,0.765,160884,0
50.0,145.84949,0.0,142.87238,-6.01,117.014,0.8230000000000001,4,1.0,5,0.384,1,0.421,0.715,0.858,0.06770000000000001,0.0584,0.0103,0.14400000000000002,0.396,145849,0
65.0,170.14616,0.19719,162.54549,-9.64,173.952,0.089,4,0.98,0,0.433,1,0.537,0.7020000000000001,0.487,0.417,0.534,0.0,0.116,0.384,170146,1
73.0,184.50667,0.16871000000000003,179.91982,-3.17,89.988,0.055,4,1.0,10,0.377,0,0.482,0.773,0.8,0.09870000000000001,0.0613,0.004030000000000001,0.0327,0.842,184507,1
58.0,198.09332,0.16259,185.8293,-6.522,130.002,0.8160000000000001,4,0.975,7,0.0,0,0.006,0.594,0.716,0.09870000000000001,0.137,0.00108,0.08310000000000001,0.29,198093,1
80.0,205.71416,0.0,205.71416,-3.497,112.084,0.11800000000000001,3,0.861,3,0.199,1,0.432,0.768,0.56,0.0859,0.709,0.0007909999999999999,0.115,0.372,205714,1
74.0,145.12,0.63882,134.43773,-2.3890000000000002,94.994,0.634,4,0.996,6,0.499,0,0.487,0.8260000000000001,0.878,0.0599,0.024200000000000003,0.0,0.0789,0.686,145120,1
82.0,158.5317,0.36032000000000003,154.62167,-4.632,111.898,0.967,4,1.0,7,0.482,0,0.579,0.93,0.837,0.187,0.256,2.37e-06,0.23900000000000002,0.8210000000000001,158532,1
41.0,166.58205,0.0693,161.58186,-5.557,124.009,0.781,4,1.0,11,0.737,0,0.58,0.737,0.799,0.0368,0.058300000000000005,0.0015600000000000002,0.377,0.536,166582,0
82.0,190.88014,2.78059,184.93533,-6.288,179.936,0.845,4,0.991,7,0.548,1,0.584,0.711,0.839,0.117,0.0472,0.0,0.0806,0.932,190880,1
77.0,392.86667,0.20893,385.64282,-5.382,93.005,0.667,4,1.0,3,0.41400000000000003,0,0.359,0.8130000000000001,0.81,0.0809,0.112,1.5899999999999998e-06,0.377,0.632,392867,1
64.0,70.99202,3.00118,59.26313,-12.378,77.922,0.0,4,1.0,2,0.0,1,0.6900000000000001,0.748,0.336,0.146,0.715,0.0,0.198,0.524,70992,1
53.0,163.94594,0.23351000000000002,159.7707,-6.95,121.096,0.441,4,0.997,11,0.85,0,0.71,0.711,0.648,0.14300000000000002,0.16,3.0899999999999996e-06,0.24,0.487,163946,0
73.0,239.57782,0.20304000000000003,239.57782,-4.876,129.256,0.183,4,0.898,11,0.216,0,0.393,0.854,0.9430000000000001,0.08460000000000001,0.11,1.4100000000000002e-05,0.0528,0.53,239578,1
87.0,164.84222,0.0,156.1542,-6.967,110.108,0.875,4,1.0,10,0.46,0,0.337,0.666,0.796,0.10300000000000001,0.0492,0.0,0.0442,0.61,164842,1
52.0,212.98666,0.0,209.18277,-4.742,137.999,0.762,4,0.972,8,0.526,0,0.426,0.725,0.73,0.0453,0.0109,0.00721,0.0811,0.776,212987,0
69.0,152.51111,0.33061,149.20563,-4.644,118.037,0.854,4,1.0,2,0.738,1,0.663,0.812,0.585,0.061500000000000006,0.202,0.00216,0.245,0.611,152511,1
90.0,277.69333,0.15025000000000002,268.62006,-4.367,83.997,0.006,4,0.96,7,0.276,0,0.34800000000000003,0.562,0.755,0.112,0.09670000000000001,2.25e-05,0.14300000000000002,0.609,277693,1
72.0,168.44762,0.17982,160.25252,-3.967,96.977,0.657,5,0.11900000000000001,1,0.872,1,0.856,0.614,0.837,0.025500000000000002,0.45,2.4900000000000006e-05,0.115,0.862,168448,1
75.0,150.17365,0.12109,137.85107,-19.067,121.443,0.168,4,0.936,4,0.552,1,0.656,0.712,0.0784,0.054400000000000004,0.739,0.0,0.107,0.642,150174,1
72.0,252.1,0.11605000000000001,246.72943,-2.441,192.011,0.20700000000000002,4,1.0,1,0.68,1,0.538,0.559,0.914,0.0766,0.537,0.0,0.136,0.613,252100,1
51.0,136.6,0.0,131.33788,-10.718,142.997,0.5,4,1.0,0,0.585,0,0.5760000000000001,0.72,0.41000000000000003,0.203,0.035300000000000005,1.2499999999999999e-06,0.28500000000000003,0.676,136600,0
68.0,117.25188,0.0,117.25188,-3.282,131.059,0.9550000000000001,4,1.0,2,0.40800000000000003,1,0.372,0.908,0.455,0.0746,0.00661,0.00217,0.25,0.763,117252,1
76.0,177.51115,0.3483,172.1121,-4.428,121.841,0.9430000000000001,4,0.894,9,0.47400000000000003,0,0.382,0.534,0.87,0.075,0.00127,0.0,0.355,0.328,177511,1
52.0,200.322,0.35986,193.73569,-4.102,120.984,0.2,3,0.6940000000000001,10,0.5720000000000001,1,0.366,0.318,0.764,0.0956,0.0071200000000000005,0.0,0.0789,0.507,200322,0
81.0,223.09332,0.19732000000000002,213.10693,-4.908,125.047,0.932,4,0.9410000000000001,1,0.468,0,0.516,0.516,0.777,0.0375,0.00108,1.62e-06,0.0761,0.40800000000000003,223093,1
0.0,209.42299,0.08113000000000001,205.98422,-11.646,138.98,0.8270000000000001,4,0.883,6,0.145,0,0.27,0.926,0.419,0.467,0.292,1.77e-06,0.0999,0.79,209423,0
77.0,252.12,0.38286000000000003,247.76273,-16.364,64.987,0.115,3,0.359,0,0.553,1,0.725,0.499,0.0688,0.0524,0.965,0.000164,0.114,0.0998,252120,1
58.0,207.3225,0.23224000000000003,200.80617,-2.484,113.852,0.906,4,1.0,9,0.418,0,0.41200000000000003,0.555,0.879,0.0983,0.011,0.0,0.298,0.6910000000000001,207323,1
76.0,150.6,0.24957000000000001,147.85887,-9.01,138.818,0.10200000000000001,4,0.893,1,0.34700000000000003,1,0.364,0.558,0.487,0.353,0.113,0.00058,0.171,0.161,150600,1
41.0,160.5,0.0,160.5,-11.714,143.983,0.793,4,1.0,9,0.371,0,0.493,0.914,0.447,0.182,0.176,0.000749,0.09330000000000001,0.399,160500,0
45.0,429.12463,0.7557400000000001,419.0447,-15.029,113.586,0.084,4,0.464,4,0.0,0,0.079,0.294,0.321,0.040400000000000005,0.839,0.0257,0.11,0.156,429125,0
0.0,193.03197,0.44689,179.74567,-7.638,67.478,0.20500000000000002,5,0.717,8,0.194,0,0.258,0.71,0.706,0.355,0.112,0.0,0.147,0.601,193032,0
71.0,195.35193,0.23868000000000003,191.39629,-6.254,114.986,0.902,4,1.0,5,0.488,1,0.401,0.809,0.623,0.145,0.018500000000000003,8.77e-05,0.0538,0.5700000000000001,195352,1
71.0,195.90498,0.26077,189.10332,-7.2620000000000005,86.013,0.033,4,0.984,10,0.621,0,0.635,0.653,0.496,0.0868,0.625,0.274,0.151,0.10200000000000001,195905,1
65.0,177.66171,0.0,172.18176,-3.597,121.004,0.327,4,0.401,10,0.502,1,0.441,0.427,0.901,0.0485,0.224,0.0,0.0698,0.641,177662,1
87.0,236.90668,0.078,227.30014,-3.794,175.908,0.261,4,1.0,9,0.253,0,0.36,0.52,0.849,0.186,0.00253,0.0,0.11900000000000001,0.774,236907,1
81.0,297.93332,0.70259,285.58804,-4.792,161.953,0.483,4,1.0,1,0.81,1,0.611,0.48,0.87,0.0362,0.00438,0.006030000000000001,0.0826,0.584,297933,1
83.0,211.61333,0.0,206.72145,-10.045,120.443,0.002,4,0.974,7,1.0,1,0.897,0.444,0.26,0.0316,0.964,0.0815,0.125,0.121,211613,1
60.0,193.52608,0.12358000000000001,181.26077,-4.458,95.013,0.447,4,1.0,8,0.004,1,0.247,0.8150000000000001,0.772,0.0685,0.0844,2.36e-06,0.12,0.41000000000000003,193526,1
61.0,224.33788,0.32630000000000003,213.42621,-7.97,97.019,0.634,4,0.917,8,0.279,0,0.403,0.711,0.522,0.0344,0.18,4.25e-05,0.109,0.41300000000000003,224338,1
63.0,192.85333,0.12222000000000001,179.73985,-7.49,142.988,0.077,4,0.993,3,0.255,0,0.10400000000000001,0.6980000000000001,0.668,0.365,0.809,0.0,0.12,0.547,192853,1
55.0,229.21696,3.69197,220.19482,-7.819,126.016,0.593,4,0.9490000000000001,8,0.674,0,0.616,0.5740000000000001,0.608,0.0284,0.0236,0.0123,0.11,0.179,229217,0
51.0,158.89992,0.10449000000000001,151.55084,-11.472,141.972,0.31,4,0.972,8,0.41100000000000003,0,0.434,0.8270000000000001,0.359,0.233,0.646,2.4300000000000005e-05,0.316,0.56,158900,0
59.0,241.67831,0.5108400000000001,230.89342,-6.992,142.951,0.71,4,1.0,0,0.261,1,0.293,0.748,0.764,0.342,0.122,0.0,0.377,0.787,241678,1
0.0,214.41306,0.0,210.08253,-10.864,140.019,0.667,4,1.0,2,0.307,1,0.338,0.795,0.6950000000000001,0.424,0.399,0.0,0.156,0.833,214413,0
63.0,200.51007,0.14522000000000002,192.08127,-5.121,121.946,0.801,4,1.0,0,0.8140000000000001,0,0.799,0.916,0.529,0.0563,0.369,5.11e-06,0.0872,0.833,200510,1
73.0,205.05397,0.0,190.61261,-9.271,142.818,0.076,4,0.889,1,0.386,0,0.28200000000000003,0.6950000000000001,0.552,0.434,0.183,0.0,0.154,0.665,205054,1
82.0,207.33333,0.43533000000000005,200.7249,-4.136,128.007,0.8190000000000001,4,0.969,1,0.735,0,0.865,0.781,0.645,0.039900000000000005,0.0903,1.58e-06,0.226,0.803,207333,1
74.0,192.62128,0.21492000000000003,186.47946,-8.565,87.996,0.501,4,0.873,4,0.674,1,0.466,0.73,0.483,0.0879,0.23700000000000002,7.99e-05,0.31,0.883,192621,1
50.0,178.28104,0.23787000000000003,170.86404,-8.103,119.019,0.7030000000000001,4,0.988,11,0.795,0,0.764,0.897,0.602,0.048,0.249,4.02e-05,0.0959,0.373,178281,0
69.0,203.66095,0.0,187.51855,-5.927,150.022,0.167,4,0.9570000000000001,7,0.628,1,0.837,0.511,0.466,0.0298,0.583,0.0,0.117,0.278,203661,1
39.0,210.61224,0.0,194.53677,-8.873,147.054,0.378,4,0.981,1,0.671,1,0.6940000000000001,0.806,0.549,0.335,0.214,0.0,0.152,0.5750000000000001,210612,0
0.0,175.17134,0.09642,167.57262,-3.681,133.026,0.24,4,0.994,7,0.762,1,0.655,0.704,0.795,0.297,0.704,0.0,0.11,0.264,175171,0
65.0,185.65211,0.0,174.84625,-9.811,145.138,0.673,4,0.708,2,0.028,1,0.188,0.8160000000000001,0.623,0.457,0.247,0.0,0.6880000000000001,0.708,185652,1
50.0,200.50182,0.38313,180.54095,-8.32,136.029,0.75,4,1.0,0,0.7000000000000001,0,0.79,0.705,0.647,0.037700000000000004,0.486,0.00029,0.251,0.531,200502,0
74.0,204.0,0.12236000000000001,195.40753,-8.653,149.377,0.074,4,1.0,4,0.774,1,0.65,0.333,0.538,0.0325,0.557,0.0,0.09770000000000001,0.63,204000,1
67.0,206.10834,0.23741,206.10834,-8.238,140.015,0.7000000000000001,4,0.991,2,0.249,1,0.443,0.7010000000000001,0.547,0.0483,0.00843,0.0,0.09870000000000001,0.4,206108,1
63.0,149.84317,0.0,149.84317,-8.546,133.937,0.606,4,0.08700000000000001,6,0.23800000000000002,0,0.533,0.662,0.525,0.0341,0.281,0.0,0.199,0.577,149843,1
63.0,168.96,0.45279,160.15382,-8.818,129.905,0.281,3,0.994,9,0.682,1,0.719,0.518,0.423,0.0284,0.79,0.0,0.0765,0.323,168960,1
84.0,268.71738,0.0,253.76508,-3.293,101.699,0.255,3,0.757,8,0.385,0,0.279,0.5730000000000001,0.715,0.0256,0.0444,0.0,0.0898,0.258,268717,1
57.0,171.72414,2.14785,165.87755,-4.981,116.02,1.0,4,1.0,7,0.46900000000000003,1,0.636,0.76,0.577,0.0908,0.0292,0.00352,0.445,0.553,171724,1
54.0,174.2786,0.33605,159.55011,-7.531,161.828,0.34600000000000003,4,0.559,5,0.634,1,0.5750000000000001,0.534,0.649,0.043500000000000004,0.0071200000000000005,6.22e-06,0.137,0.358,174279,0
64.0,178.71379,0.0,174.75339,-8.137,115.009,0.843,4,1.0,9,0.0,0,0.063,0.779,0.733,0.0734,0.0177,0.0011,0.591,0.515,178714,1
60.0,197.66667,0.22639,194.4497,-4.432,147.092,0.602,4,0.803,7,0.78,1,0.767,0.517,0.866,0.057300000000000004,0.0212,0.0,0.132,0.655,197667,1
80.0,222.15465,0.27692,216.41579,-7.524,135.935,0.682,4,1.0,8,0.526,0,0.585,0.838,0.623,0.354,0.532,0.0,0.307,0.811,222155,1
74.0,183.8298,0.0,176.37878,-8.683,141.069,0.917,4,1.0,11,0.552,0,0.51,0.889,0.705,0.392,0.389,1.04e-05,0.0692,0.8150000000000001,183830,1
48.0,177.47864,0.20313,173.2673,-4.302,171.97,0.324,4,0.794,1,0.794,1,0.616,0.632,0.845,0.108,0.0221,0.0,0.368,0.674,177479,0
72.0,223.27002,0.24381000000000003,215.09224,-6.202,75.217,0.298,4,0.996,9,0.613,1,0.544,0.375,0.461,0.0279,0.627,0.0,0.386,0.233,223270,1
54.0,180.02667,0.16821000000000003,173.42984,-7.011,83.018,0.443,4,0.971,8,0.56,1,0.62,0.5710000000000001,0.629,0.0334,0.187,0.0,0.35000000000000003,0.628,180027,0
49.0,193.74998,0.0,193.74998,-5.073,143.967,0.721,4,0.913,0,0.37,1,0.424,0.885,0.6920000000000001,0.20400000000000001,0.625,0.0,0.09570000000000001,0.92,193750,0
83.0,141.2766,0.0,135.00662,-6.77,140.994,0.715,4,0.974,1,0.497,0,0.52,0.759,0.803,0.277,0.41300000000000003,0.0,0.362,0.895,141277,1
52.0,195.42667,0.0,188.01196,-4.707,115.055,0.843,4,0.74,7,0.6980000000000001,1,0.743,0.673,0.922,0.038900000000000004,0.007970000000000001,0.0,0.20700000000000002,0.812,195427,0
49.0,125.1541,0.0,122.82195,-6.553,140.05,0.5,4,1.0,0,0.585,1,0.531,0.784,0.643,0.23,0.216,2.75e-05,0.139,0.224,125154,0
73.0,192.0,0.50485,189.30649,-5.857,139.995,0.74,4,1.0,10,0.039,0,0.187,0.81,0.93,0.294,0.398,3.3199999999999996e-06,0.0796,0.936,192000,1
75.0,196.00757,2.61224,184.10522,-7.276,80.09,0.211,4,0.934,5,0.839,1,0.758,0.47800000000000004,0.516,0.0267,0.403,0.0,0.0823,0.376,196008,1
92.0,193.50667,0.44703000000000004,187.03093,-4.806,97.014,0.364,4,1.0,1,0.649,1,0.684,0.687,0.781,0.053,0.0361,0.0,0.0755,0.6880000000000001,193507,1
57.0,180.24998,0.1859,172.4546,-14.728,179.833,0.08600000000000001,3,1.0,11,0.861,0,0.714,0.294,0.327,0.050300000000000004,0.811,0.0036000000000000003,0.111,0.184,180250,1
15.0,103.76998,0.0,103.76997,-14.082,149.989,0.41600000000000004,4,1.0,10,0.07200000000000001,0,0.325,0.869,0.799,0.525,0.5710000000000001,2.1800000000000005e-05,0.245,0.961,103770,0
52.0,166.0,0.19007000000000002,162.62675,-7.319,200.037,0.126,4,1.0,6,0.468,1,0.541,0.642,0.621,0.16,0.029400000000000003,0.00118,0.0844,0.9440000000000001,166000,0
55.0,164.34717,0.27283,158.90576,-5.958,123.899,0.064,4,1.0,2,0.291,1,0.47900000000000004,0.463,0.76,0.11,0.0379,0.0,0.115,0.65,164347,0
70.0,180.58131,0.26780000000000004,177.8068,-5.611,139.97,0.6910000000000001,4,0.837,8,0.23,1,0.435,0.871,0.749,0.32,0.40700000000000003,5.45e-06,0.128,0.756,180581,1
75.0,214.72,3.75583,211.68472,-7.189,138.084,0.859,4,1.0,5,0.577,1,0.41200000000000003,0.802,0.59,0.049300000000000004,0.0874,0.0,0.275,0.687,214720,1
69.0,162.75179,0.16313000000000002,162.75179,-8.807,144.012,0.188,4,1.0,11,0.359,0,0.495,0.62,0.559,0.441,0.324,0.0,0.111,0.325,162752,1
74.0,214.81474,0.0,192.3541,-17.139,120.198,0.335,4,1.0,6,0.514,1,0.627,0.624,0.115,0.0446,0.9410000000000001,3.47e-05,0.11,0.28700000000000003,214815,1
46.0,178.04,0.32494,170.50414,-3.911,99.923,0.532,4,0.915,7,0.389,1,0.637,0.452,0.769,0.048600000000000004,0.113,2.5800000000000004e-05,0.197,0.332,178040,0
60.0,158.0,0.0,148.3523,-7.605,103.011,0.291,4,0.992,5,0.592,0,0.588,0.719,0.676,0.136,0.304,0.0,0.131,0.548,158000,1
81.0,181.7283,0.0,175.68797,-2.717,123.997,0.9440000000000001,4,1.0,9,0.325,0,0.401,0.686,0.856,0.0426,0.0896,0.0,0.0648,0.733,181728,1
68.0,147.84,0.0,139.47646,-3.43,125.016,0.788,4,1.0,8,0.249,1,0.41100000000000003,0.731,0.746,0.031100000000000003,0.0010400000000000001,5.73e-06,0.117,0.555,147840,1
64.0,167.65388,0.13351000000000002,160.15382,-8.227,96.44,0.122,5,1.0,11,0.146,1,0.271,0.624,0.633,0.442,0.47900000000000004,6.240000000000001e-05,0.22,0.625,167654,1
79.0,179.3482,2.06658,174.53279,-6.509,130.037,0.649,4,1.0,10,0.0,0,0.354,0.839,0.809,0.196,0.578,0.0,0.0896,0.63,179348,1
75.0,160.11986,0.22036000000000003,158.035,-3.936,115.056,0.35100000000000003,4,0.787,8,0.417,1,0.538,0.554,0.8,0.0395,0.11900000000000001,0.0,0.629,0.463,160120,1
81.0,228.44263,0.22077000000000002,205.07864,-14.061,112.881,0.098,3,0.081,1,0.752,1,0.844,0.502,0.168,0.048600000000000004,0.885,0.0,0.111,0.355,228443,1
54.0,138.45982,0.0,129.36998,-5.103,139.707,0.499,4,0.725,0,0.23700000000000002,0,0.379,0.581,0.725,0.13,0.581,6.15e-06,0.10300000000000001,0.75,138460,0
36.0,134.45224,2.27556,127.27438,-7.379,150.023,0.53,4,0.41100000000000003,6,0.392,0,0.423,0.76,0.615,0.28800000000000003,0.489,0.0,0.0978,0.522,134452,0
100.0,168.60172,0.80698,165.82532,-5.692,121.932,0.729,4,0.768,4,0.17,1,0.366,0.6950000000000001,0.54,0.049300000000000004,0.299,0.0,0.367,0.41500000000000004,168602,1
88.0,173.38123,0.17415000000000003,166.09814,-4.164,77.029,0.101,4,1.0,7,0.401,1,0.399,0.722,0.745,0.256,0.247,0.0,0.419,0.52,173381,1
68.0,213.45332,0.0,210.84299,-8.17,127.071,0.835,4,0.991,11,0.6000000000000001,0,0.523,0.773,0.5660000000000001,0.279,0.184,0.0,0.164,0.262,213453,1
49.0,160.94035,0.19791,155.0048,-6.251,93.947,0.297,4,1.0,9,0.30000000000000004,1,0.301,0.842,0.713,0.159,0.035500000000000004,0.0,0.164,0.624,160940,0
59.0,219.68689,0.19197000000000003,216.75829,-4.907,116.643,0.365,4,1.0,10,0.484,0,0.58,0.5670000000000001,0.666,0.0623,0.355,3.9e-06,0.109,0.5710000000000001,219687,1
53.0,210.00948,0.0,202.50122,-4.802,155.921,0.47300000000000003,4,1.0,7,0.47100000000000003,1,0.418,0.653,0.785,0.244,0.11,0.0,0.381,0.747,210009,0
59.0,147.24155,0.1683,143.77795,-2.836,93.62,0.681,4,0.967,3,0.263,0,0.078,0.65,0.879,0.0424,0.127,0.000164,0.313,0.9470000000000001,147242,1
71.0,222.22508,0.0,222.22508,-11.126,124.685,0.6990000000000001,4,0.97,1,0.537,1,0.622,0.717,0.444,0.18,0.0196,0.00031499999999999996,0.114,0.116,222225,1
69.0,263.29333,0.0,257.60797,-5.816,104.004,0.732,4,1.0,0,0.299,1,0.483,0.836,0.6900000000000001,0.123,0.0142,1.22e-05,0.112,0.586,263293,1
58.0,158.60141,0.41243,150.84843,-6.879,143.052,0.321,4,0.969,2,0.223,0,0.35000000000000003,0.723,0.713,0.241,0.495,0.0,0.513,0.803,158601,1
57.0,170.26666,0.17420000000000002,162.58032,-6.811,135.993,0.971,4,1.0,1,0.544,1,0.405,0.888,0.552,0.229,0.0026300000000000004,1.82e-06,0.17200000000000001,0.47800000000000004,170267,1
69.0,194.54259,0.14517000000000002,192.31348,-5.916,167.696,0.17300000000000001,4,0.994,4,0.417,1,0.442,0.5670000000000001,0.613,0.47700000000000004,0.578,0.0,0.126,0.581,194543,1
76.0,123.26299,0.0,109.05252,-7.6,140.201,0.51,4,0.452,3,0.486,0,0.434,0.719,0.648,0.125,0.2,0.0,0.127,0.66,123263,1
68.0,180.86404,0.11029000000000001,172.65198,-6.737,86.888,0.361,4,0.847,1,0.318,1,0.489,0.461,0.683,0.111,0.269,0.0,0.339,0.624,180864,1
