danceability,energy,speechiness,acousticness,instrumentalness,liveness,valence
0.724,0.586,0.11900000000000001,0.374,0.0,0.101,0.835
0.547,0.447,0.194,0.6980000000000001,0.0,0.123,0.322
0.9510000000000001,0.34500000000000003,0.492,0.11900000000000001,4.61e-06,0.107,0.399
0.737,0.577,0.040100000000000004,0.7030000000000001,0.054200000000000005,0.114,0.29
0.736,0.9450000000000001,0.145,0.0176,0.004860000000000001,0.315,0.391
0.6900000000000001,0.787,0.0731,0.0369,0.00012000000000000002,0.111,0.9400000000000001
0.8230000000000001,0.494,0.121,0.182,0.0,0.105,0.356
0.392,0.47200000000000003,0.048100000000000004,0.0883,1.42e-06,0.0954,0.0526
0.847,0.258,0.279,0.404,0.0,0.0829,0.509
0.448,0.922,0.0623,4.7900000000000006e-05,0.00918,0.20700000000000002,0.301
0.295,0.713,0.055900000000000005,0.252,1.48e-06,0.158,0.23900000000000002
0.661,0.633,0.052000000000000005,0.0227,9.86e-05,0.10400000000000001,0.782
0.6970000000000001,0.402,0.0398,0.533,0.0,0.09190000000000001,0.291
0.748,0.71,0.058800000000000005,0.054,2.4200000000000002e-05,0.121,0.377
0.643,0.324,0.033800000000000004,0.8,0.0,0.111,0.444
0.646,0.736,0.0396,0.0334,0.0,0.08070000000000001,0.28
0.58,0.34500000000000003,0.026500000000000003,0.615,1.14e-06,0.09580000000000001,0.246
0.708,0.47700000000000004,0.0565,0.292,1.75e-06,0.255,0.733
0.891,0.489,0.08990000000000001,0.503,0.0,0.0883,0.791
0.895,0.389,0.11,0.222,0.0346,0.105,0.549
0.591,0.764,0.0483,0.0383,0.0,0.10300000000000001,0.47800000000000004
0.56,0.47300000000000003,0.0533,0.618,0.0,0.31,0.441
0.852,0.437,0.40700000000000003,0.617,2.85e-05,0.0952,0.377
0.788,0.859,0.08560000000000001,0.281,0.0,0.0424,0.8220000000000001
0.855,0.254,0.0664,0.837,2.44e-05,0.527,0.378
0.72,0.618,0.10400000000000001,0.124,0.0,0.135,0.72
0.7030000000000001,0.657,0.0711,0.17400000000000002,0.0,0.334,0.6950000000000001
0.442,0.517,0.0548,0.0699,0.0,0.114,0.2
0.483,0.763,0.04,0.198,0.0,0.112,0.48
0.755,0.619,0.0362,0.0246,0.0,0.07390000000000001,0.398
0.793,0.601,0.0317,0.031200000000000002,0.00351,0.105,0.7030000000000001
0.5680000000000001,0.338,0.0285,0.8310000000000001,0.0,0.0961,0.323
0.591,0.8140000000000001,0.0468,0.015,0.0,0.117,0.8150000000000001
0.505,0.34800000000000003,0.0328,0.793,0.0,0.0988,0.715
0.47700000000000004,0.93,0.0562,0.00142,6.54e-05,0.338,0.54
0.619,0.916,0.0468,0.0483,4.88e-06,0.246,0.785
0.46900000000000003,0.673,0.0337,0.418,1.4100000000000002e-05,0.11900000000000001,0.578
0.841,0.672,0.371,0.0122,0.0,0.321,0.599
0.8290000000000001,0.727,0.253,0.0608,4.4699999999999996e-06,0.0975,0.877
0.8210000000000001,0.704,0.34600000000000003,0.11,0.0,0.17300000000000001,0.916
0.527,0.461,0.0269,0.11800000000000001,0.0,0.08310000000000001,0.227
0.707,0.6000000000000001,0.219,0.0786,0.0,0.325,0.598
0.5630000000000001,0.524,0.32,0.185,0.0,0.09960000000000001,0.47500000000000003
0.713,0.259,0.23800000000000002,0.245,3.06e-06,0.101,0.467
0.466,0.786,0.0328,0.417,6.1e-05,0.125,0.5710000000000001
0.854,0.5720000000000001,0.232,0.0038400000000000005,0.0005,0.109,0.105
0.88,0.427,0.323,0.459,1.28e-06,0.11900000000000001,0.623
0.778,0.369,0.251,0.386,0.0,0.11,0.6950000000000001
0.524,0.914,0.107,0.0125,0.112,0.314,0.325
0.509,0.228,0.0332,0.92,0.0,0.10400000000000001,0.586
0.704,0.778,0.0971,0.00447,0.0,0.0731,0.8210000000000001
0.6950000000000001,0.784,0.0402,0.0889,0.0,0.0843,0.52
0.7010000000000001,0.61,0.306,0.011300000000000001,0.0,0.109,0.598
0.398,0.295,0.0297,0.841,0.0,0.107,0.357
0.549,0.859,0.0352,3.41e-05,0.0,0.0859,0.35100000000000003
0.8140000000000001,0.558,0.38,0.00251,0.0,0.137,0.30000000000000004
0.41500000000000004,0.514,0.0818,0.394,0.0,0.321,0.0887
0.32,0.97,0.0969,6.05e-05,1.1100000000000002e-05,0.0848,0.354
0.468,0.652,0.0722,0.333,0.000318,0.55,0.39
0.603,0.504,0.0332,0.0322,0.0155,0.105,0.214
0.43,0.981,0.07440000000000001,0.00014000000000000001,5.45e-06,0.28700000000000003,0.585
0.33,0.658,0.09290000000000001,0.31,7.37e-05,0.0988,0.14200000000000002
0.403,0.892,0.0913,0.0037400000000000003,0.011300000000000001,0.882,0.185
0.666,0.643,0.423,0.386,0.0,0.28300000000000003,0.756
0.598,0.833,0.048,0.0196,0.0,0.292,0.406
0.661,0.6930000000000001,0.196,0.324,0.033600000000000005,0.0959,0.613
0.862,0.388,0.0461,0.176,0.0,0.07980000000000001,0.492
0.707,0.876,0.0787,0.17300000000000001,9.359999999999998e-06,0.932,0.853
0.653,0.61,0.059000000000000004,0.0463,0.0,0.115,0.8130000000000001
0.597,0.658,0.0373,0.113,0.0,0.0994,0.543
0.635,0.706,0.125,0.256,0.0,0.108,0.443
0.87,0.548,0.077,0.09240000000000001,4.6e-05,0.0534,0.8320000000000001
0.8190000000000001,0.9550000000000001,0.0908,0.161,2.08e-05,0.289,0.725
0.6970000000000001,0.674,0.0533,0.00215,0.0,0.138,0.198
0.5740000000000001,0.585,0.0345,0.619,0.0,0.224,0.322
0.934,0.6000000000000001,0.161,0.152,0.0,0.101,0.40900000000000003
0.5680000000000001,0.656,0.303,0.2,0.0,0.0833,0.627
0.73,0.6920000000000001,0.137,0.062200000000000005,0.0,0.271,0.713
0.748,0.779,0.0342,0.00884,3.96e-05,0.113,0.928
0.666,0.602,0.0238,0.12,0.000235,0.10300000000000001,0.23600000000000002
0.623,0.466,0.026500000000000003,0.042100000000000005,1.4499999999999999e-06,0.09960000000000001,0.272
0.549,0.44,0.0264,0.232,7.37e-06,0.107,0.214
0.455,0.4,0.029300000000000003,0.546,0.0,0.0971,0.10300000000000001
0.48,0.916,0.0585,2.6800000000000004e-05,0.0151,0.159,0.664
0.6890000000000001,0.736,0.0359,0.648,0.0,0.313,0.675
0.861,0.661,0.0834,0.129,0.0020800000000000003,0.107,0.677
0.632,0.741,0.048100000000000004,0.010100000000000001,4.08e-05,0.201,0.618
0.676,0.794,0.0366,0.051300000000000005,0.000392,0.0723,0.161
0.621,0.607,0.040400000000000005,0.0784,0.0,0.14100000000000001,0.31
0.871,0.523,0.16,0.55,0.00462,0.161,0.651
0.765,0.53,0.0833,0.509,4.15e-06,0.117,0.529
0.622,0.343,0.0284,0.22,0.00047599999999999997,0.11,0.249
0.65,0.744,0.031,0.0799,0.0,0.14,0.532
0.858,0.6000000000000001,0.157,0.10200000000000001,0.0,0.126,0.47900000000000004
0.839,0.341,0.0843,0.163,0.0,0.0922,0.6880000000000001
0.7010000000000001,0.406,0.387,0.189,0.0,0.195,0.164
0.725,0.562,0.109,0.6940000000000001,0.0,0.125,0.304
0.498,0.713,0.027800000000000002,0.00393,0.0,0.0675,0.23500000000000001
0.687,0.5710000000000001,0.061900000000000004,0.0129,0.0,0.0816,0.0395
0.794,0.649,0.34800000000000003,0.0584,0.0,0.314,0.611
0.617,0.792,0.0379,0.0536,0.0,0.14200000000000002,0.631
0.602,0.753,0.036000000000000004,0.00010499999999999999,0.0011200000000000001,0.139,0.47800000000000004
0.639,0.834,0.318,0.426,0.0,0.114,0.751
0.687,0.8300000000000001,0.332,0.0434,0.0,0.153,0.256
0.753,0.5760000000000001,0.0376,0.033600000000000005,0.0,0.114,0.312
0.615,0.9510000000000001,0.169,0.038,0.0,0.182,0.6000000000000001
0.881,0.728,0.109,0.049100000000000005,0.0522,0.0743,0.505
0.511,0.525,0.183,0.604,0.0,0.111,0.661
0.709,0.541,0.0478,0.075,0.0,0.276,0.167
0.845,0.547,0.297,0.509,4.5900000000000004e-05,0.14200000000000002,0.47300000000000003
0.644,0.459,0.0509,0.000175,2.84e-06,0.34600000000000003,0.126
0.605,0.859,0.328,0.0546,0.0,0.0954,0.583
0.629,0.876,0.0408,0.129,1.39e-06,0.29,0.645
0.651,0.647,0.338,0.525,6.37e-06,0.373,0.5750000000000001
0.622,0.364,0.0328,0.178,5.84e-06,0.122,0.221
0.685,0.626,0.031100000000000003,0.049100000000000005,3.6200000000000006e-05,0.131,0.514
0.767,0.837,0.0424,0.326,0.00064,0.34800000000000003,0.42
0.596,0.5630000000000001,0.293,0.153,0.0,0.028300000000000002,0.678
0.5700000000000001,0.6940000000000001,0.0269,0.248,2.86e-05,0.158,0.493
0.561,0.611,0.342,0.0328,3.0600000000000005e-05,0.07830000000000001,0.399
0.504,0.603,0.274,0.0286,0.0,0.20400000000000001,0.47100000000000003
0.687,0.615,0.09090000000000001,0.08700000000000001,0.0,0.09630000000000001,0.659
0.582,0.537,0.619,0.129,0.0,0.07490000000000001,0.771
0.558,0.531,0.0504,0.199,0.0,0.10300000000000001,0.0728
0.732,0.634,0.229,0.004540000000000001,2.8e-05,0.297,0.279
0.739,0.763,0.052700000000000004,0.0166,0.0,0.123,0.202
0.596,0.65,0.337,0.138,0.0,0.14,0.188
0.85,0.444,0.34600000000000003,0.134,0.0,0.113,0.187
0.546,0.64,0.37,0.0438,0.0,0.137,0.63
0.492,0.839,0.0609,0.0024400000000000003,1.5300000000000003e-05,0.0801,0.52
0.581,0.877,0.114,0.0151,0.0,0.8260000000000001,0.353
0.507,0.96,0.0354,9.36e-05,1.02e-06,0.20800000000000002,0.967
0.805,0.579,0.592,0.034300000000000004,0.0,0.0833,0.597
0.835,0.765,0.25,0.0247,0.0,0.0776,0.664
0.657,0.496,0.0889,0.213,0.0,0.12,0.352
0.802,0.502,0.059000000000000004,0.856,0.0,0.256,0.675
0.839,0.7000000000000001,0.297,0.0777,0.0,0.127,0.797
0.723,0.516,0.485,0.0031100000000000004,1.26e-06,0.115,0.223
0.855,0.592,0.231,0.0126,0.0,0.12,0.338
0.482,0.925,0.108,0.0036400000000000004,0.0,0.111,0.23800000000000002
0.634,0.512,0.117,0.0199,0.0,0.115,0.264
0.594,0.532,0.0874,0.23600000000000002,0.0,0.106,0.68
0.727,0.687,0.036000000000000004,0.0013700000000000001,2.51e-05,0.10300000000000001,0.752
0.798,0.629,0.039900000000000005,0.007640000000000001,0.041100000000000005,0.07200000000000001,0.333
0.45,0.865,0.069,0.0181,1.37e-06,0.418,0.209
0.6910000000000001,0.8270000000000001,0.0402,0.00177,0.637,0.41600000000000004,0.8260000000000001
0.737,0.629,0.28700000000000003,0.06620000000000001,1.2900000000000002e-05,0.513,0.581
0.514,0.545,0.224,0.35000000000000003,0.0149,0.162,0.611
0.558,0.852,0.041,0.222,0.000707,0.111,0.357
0.593,0.717,0.0456,0.251,0.0347,0.10200000000000001,0.0663
0.463,0.988,0.109,0.0012000000000000001,0.0362,0.124,0.45
0.76,0.531,0.298,0.276,0.0,0.15,0.508
0.6900000000000001,0.607,0.289,0.47000000000000003,0.0,0.185,0.6000000000000001
0.544,0.591,0.0407,0.007110000000000001,0.0,0.109,0.188
0.79,0.744,0.029400000000000003,0.28700000000000003,0.0009339999999999999,0.09090000000000001,0.798
0.7030000000000001,0.624,0.0364,0.015600000000000001,5.530000000000001e-05,0.299,0.808
0.651,0.75,0.0308,0.17,0.536,0.124,0.384
0.679,0.804,0.0439,0.0857,5.97e-06,0.19,0.64
0.9380000000000001,0.355,0.41300000000000003,0.0258,0.0,0.11800000000000001,0.511
0.8,0.59,0.28300000000000003,0.0142,0.0,0.15,0.555
0.799,0.5690000000000001,0.318,0.154,0.0,0.151,0.417
0.9,0.578,0.222,0.07060000000000001,0.0,0.184,0.671
0.893,0.537,0.364,0.211,0.0,0.0599,0.588
0.717,0.672,0.061900000000000004,0.169,5.97e-06,0.332,0.357
0.638,0.609,0.029500000000000002,0.112,0.127,0.115,0.31
0.8240000000000001,0.484,0.07,0.0361,0.0,0.0592,0.148
0.928,0.322,0.0838,0.221,4.37e-06,0.115,0.468
0.788,0.786,0.0381,0.0844,0.877,0.138,0.157
0.8220000000000001,0.464,0.058,0.192,8.390000000000001e-06,0.293,0.773
0.7000000000000001,0.664,0.039400000000000004,0.306,1.8900000000000002e-05,0.249,0.585
0.353,0.386,0.045,0.661,0.00023099999999999998,0.0806,0.269
0.671,0.489,0.337,0.399,0.0,0.375,0.522
0.758,0.457,0.0611,0.385,0.0,0.122,0.606
0.674,0.8310000000000001,0.065,0.0315,0.0,0.183,0.41500000000000004
0.686,0.523,0.32,0.309,0.0,0.163,0.497
0.73,0.717,0.256,0.5660000000000001,0.0,0.10300000000000001,0.538
0.619,0.717,0.029500000000000002,0.251,0.0,0.0809,0.309
0.332,0.681,0.038900000000000004,0.0285,5.2100000000000006e-05,0.123,0.077
0.423,0.745,0.058600000000000006,0.127,0.0,0.129,0.221
0.515,0.858,0.19,0.043500000000000004,1.8e-05,0.0796,0.428
0.458,0.67,0.0397,0.025,3.7800000000000002e-06,0.358,0.107
0.555,0.676,0.0325,0.156,0.0,0.20800000000000002,0.23600000000000002
0.781,0.547,0.0325,0.051300000000000005,0.000236,0.0717,0.537
0.684,0.976,0.107,0.177,0.00043000000000000004,0.40700000000000003,0.847
0.66,0.661,0.147,0.223,0.0,0.09280000000000001,0.538
0.64,0.717,0.107,0.171,0.0,0.34900000000000003,0.8230000000000001
0.5650000000000001,0.638,0.511,0.447,0.0,0.111,0.243
0.895,0.77,0.074,0.132,0.0012000000000000001,0.0917,0.743
0.865,0.682,0.0548,0.28400000000000003,0.00445,0.0422,0.508
0.445,0.468,0.0702,0.524,0.0008489999999999999,0.112,0.444
0.481,0.793,0.039900000000000005,0.0351,0.0,0.134,0.385
0.889,0.783,0.0658,0.108,0.0,0.223,0.325
0.588,0.856,0.0648,0.00128,2.78e-06,0.109,0.359
0.8250000000000001,0.809,0.0753,0.09,0.0,0.09050000000000001,0.493
0.512,0.857,0.032100000000000004,0.0167,0.0,0.062200000000000005,0.544
0.6000000000000001,0.419,0.034800000000000005,0.8130000000000001,0.014100000000000001,0.099,0.23700000000000002
0.655,0.668,0.033,0.14400000000000002,0.0,0.134,0.243
0.744,0.714,0.0333,0.132,0.0,0.262,0.614
0.551,0.744,0.0362,0.000149,0.0,0.112,0.492
0.606,0.9,0.11900000000000001,0.010100000000000001,0.0,0.075,0.233
0.728,0.863,0.0675,0.013900000000000001,0.000259,0.167,0.489
0.659,0.47900000000000004,0.2,0.152,0.0025,0.268,0.0395
0.515,0.754,0.0373,0.231,0.0,0.198,0.451
0.444,0.648,0.0476,0.28800000000000003,0.0,0.059000000000000004,0.171
0.667,0.562,0.0497,0.00265,0.0,0.08420000000000001,0.712
0.674,0.58,0.109,0.02,0.0,0.32,0.6990000000000001
0.8240000000000001,0.587,0.0937,0.6900000000000001,0.00010499999999999999,0.149,0.514
0.712,0.748,0.028300000000000002,0.0143,0.0,0.203,0.845
0.647,0.377,0.0375,0.594,0.0,0.07680000000000001,0.653
0.704,0.85,0.0386,0.0024700000000000004,0.0,0.399,0.718
0.611,0.761,0.0635,0.17300000000000001,0.007180000000000001,0.145,0.496
0.793,0.886,0.044500000000000005,0.0007549999999999999,0.878,0.296,0.28500000000000003
0.28600000000000003,0.0847,0.0397,0.934,6.9400000000000005e-06,0.121,0.112
0.788,0.7030000000000001,0.185,0.136,0.0,0.597,0.6960000000000001
0.5670000000000001,0.504,0.0878,0.212,2.0200000000000003e-05,0.0945,0.396
0.496,0.418,0.038200000000000005,0.674,0.00144,0.112,0.47900000000000004
0.708,0.883,0.07730000000000001,0.0309,0.0,0.191,0.667
0.707,0.546,0.136,0.487,0.0,0.0826,0.22
0.724,0.599,0.101,0.512,0.0029100000000000003,0.101,0.861
0.756,0.577,0.0395,0.0027700000000000003,0.0,0.309,0.685
0.771,0.599,0.157,0.367,0.0,0.149,0.535
0.28200000000000003,0.533,0.0339,0.185,0.0058200000000000005,0.0716,0.0562
0.736,0.486,0.043000000000000003,0.162,0.0,0.121,0.562
0.795,0.715,0.0779,0.248,0.0,0.138,0.6890000000000001
0.465,0.729,0.23700000000000002,0.007200000000000001,0.0,0.139,0.606
0.539,0.715,0.059500000000000004,0.026500000000000003,0.0,0.609,0.489
0.559,0.529,0.0757,0.114,0.0,0.10300000000000001,0.379
0.66,0.6950000000000001,0.0318,0.06380000000000001,0.0,0.213,0.577
0.722,0.46,0.0506,0.0115,5.2100000000000006e-05,0.0818,0.6900000000000001
0.886,0.646,0.0766,0.161,0.0,0.148,0.864
0.89,0.633,0.211,0.114,2.2000000000000003e-05,0.161,0.671
0.645,0.544,0.335,0.112,0.0,0.068,0.867
0.91,0.807,0.0511,0.009600000000000001,0.687,0.331,0.856
0.8290000000000001,0.28700000000000003,0.075,0.037700000000000004,0.895,0.06,0.302
0.561,0.8230000000000001,0.034,0.000159,0.0005059999999999999,0.154,0.161
0.53,0.737,0.0397,0.0651,1.0100000000000002e-05,0.054200000000000005,0.32
0.6960000000000001,0.543,0.0454,0.438,3.29e-05,0.394,0.30000000000000004
0.453,0.673,0.14400000000000002,0.32,0.0,0.131,0.266
0.554,0.868,0.054,0.20400000000000001,2.85e-05,0.107,0.678
0.735,0.755,0.059000000000000004,0.308,0.0,0.17300000000000001,0.742
0.633,0.401,0.033100000000000004,0.361,0.0,0.09680000000000001,0.16
0.506,0.917,0.06380000000000001,0.256,0.0,0.352,0.674
0.8320000000000001,0.492,0.136,0.47800000000000004,2.57e-06,0.296,0.751
0.91,0.551,0.263,0.245,0.0,0.09240000000000001,0.391
0.554,0.756,0.315,0.498,0.0,0.20700000000000002,0.853
0.8290000000000001,0.492,0.28200000000000003,0.262,0.0,0.0813,0.871
0.458,0.533,0.0381,0.447,0.0,0.114,0.343
0.8240000000000001,0.459,0.42,0.24,1.06e-06,0.139,0.4
0.726,0.503,0.374,0.0613,2.7299999999999997e-06,0.07100000000000001,0.6000000000000001
0.705,0.809,0.068,0.145,5.75e-05,0.216,0.508
0.886,0.612,0.13,0.192,0.0,0.0687,0.706
0.709,0.7010000000000001,0.11,0.14,0.0,0.064,0.638
0.653,0.515,0.267,0.07060000000000001,0.0,0.0756,0.674
0.925,0.558,0.051300000000000005,0.178,0.0,0.125,0.467
0.635,0.709,0.0482,0.246,5.2400000000000007e-05,0.124,0.191
0.555,0.47400000000000003,0.0668,0.224,0.004260000000000001,0.162,0.262
0.845,0.661,0.307,0.373,0.0,0.5,0.513
0.8320000000000001,0.64,0.082,0.504,0.0,0.08710000000000001,0.846
0.531,0.616,0.057600000000000005,0.788,0.0,0.227,0.337
0.581,0.711,0.034800000000000005,0.11,0.0,0.457,0.388
0.507,0.803,0.23900000000000002,0.28300000000000003,0.0,0.07690000000000001,0.549
0.603,0.672,0.11900000000000001,0.057600000000000005,0.0,0.0912,0.643
0.71,0.543,0.052700000000000004,0.47800000000000004,8.66e-06,0.0988,0.481
0.438,0.7030000000000001,0.026500000000000003,0.493,0.000979,0.08660000000000001,0.645
0.733,0.608,0.129,0.0341,0.0,0.09860000000000001,0.34
0.765,0.747,0.0654,0.149,0.000521,0.049100000000000005,0.761
0.613,0.291,0.0453,0.6960000000000001,0.0,0.0823,0.264
0.647,0.609,0.0308,0.0246,1.25e-05,0.14300000000000002,0.629
0.6970000000000001,0.923,0.272,0.20800000000000002,0.000736,0.158,0.635
0.487,0.669,0.232,0.0145,0.0034900000000000005,0.10200000000000001,0.057300000000000004
0.5650000000000001,0.272,0.032,0.802,0.0,0.111,0.331
0.515,0.704,0.20600000000000002,0.767,0.0,0.41500000000000004,0.885
0.544,0.6880000000000001,0.0378,0.28300000000000003,0.0,0.14200000000000002,0.372
0.535,0.325,0.0297,0.749,0.0,0.106,0.424
0.771,0.467,0.123,0.375,0.00974,0.112,0.256
0.781,0.59,0.305,0.589,0.0,0.107,0.53
0.657,0.891,0.145,0.227,0.00821,0.17500000000000002,0.672
0.5740000000000001,0.594,0.029500000000000002,0.601,0.0,0.06760000000000001,0.352
0.765,0.532,0.0782,0.026500000000000003,0.0,0.11,0.0391
0.39,0.534,0.0709,0.08070000000000001,0.0,0.184,0.244
0.85,0.505,0.0625,0.0022,0.00983,0.109,0.424
0.867,0.7000000000000001,0.0862,0.187,5.95e-06,0.177,0.495
0.636,0.749,0.0631,0.195,0.0,0.107,0.653
0.678,0.646,0.112,0.304,0.000405,0.154,0.582
0.758,0.784,0.14400000000000002,0.048100000000000004,0.0,0.046900000000000004,0.645
0.654,0.713,0.08460000000000001,0.628,0.0,0.08370000000000001,0.6940000000000001
0.85,0.836,0.0789,0.000108,0.00011499999999999999,0.139,0.425
0.354,0.47500000000000003,0.0425,0.149,0.034,0.21,0.0393
0.643,0.836,0.21,0.117,0.0,0.0791,0.628
0.5650000000000001,0.771,0.0533,0.00914,0.00024000000000000003,0.35100000000000003,0.86
0.709,0.5640000000000001,0.16,0.158,0.0,0.132,0.486
0.488,0.868,0.0333,0.00615,0.016900000000000002,0.0877,0.34500000000000003
0.77,0.58,0.0461,0.013600000000000001,0.0,0.111,0.202
0.766,0.523,0.0322,0.751,0.0,0.363,0.6910000000000001
0.432,0.613,0.0349,0.00581,0.0151,0.312,0.0911
0.46900000000000003,0.562,0.034300000000000004,0.5680000000000001,0.000135,0.123,0.483
0.374,0.8300000000000001,0.0584,0.0021300000000000004,0.0,0.15,0.20400000000000001
0.782,0.557,0.231,0.149,0.0,0.309,0.393
0.8140000000000001,0.715,0.166,0.681,5.219999999999999e-06,0.684,0.707
0.47500000000000003,0.885,0.0533,2.2400000000000002e-05,9.93e-05,0.279,0.41300000000000003
0.599,0.512,0.0358,0.297,1.38e-05,0.0688,0.136
0.773,0.422,0.187,0.00783,0.00693,0.129,0.488
0.727,0.723,0.0557,0.0098,4.44e-06,0.255,0.739
0.606,0.662,0.0477,0.515,0.0,0.076,0.527
0.61,0.894,0.129,0.00317,0.0,0.0539,0.65
0.932,0.582,0.146,0.0644,0.0,0.0814,0.637
0.72,0.909,0.0952,0.09040000000000001,0.0,0.137,0.877
0.485,0.484,0.061700000000000005,0.62,0.0,0.114,0.28200000000000003
0.56,0.763,0.105,0.40900000000000003,0.0,0.122,0.34600000000000003
0.638,0.75,0.0267,0.012400000000000001,0.0,0.248,0.539
0.441,0.308,0.0281,0.845,0.0,0.136,0.381
0.654,0.636,0.0391,0.117,0.0017900000000000001,0.09190000000000001,0.392
0.676,0.782,0.0344,0.014700000000000001,0.165,0.704,0.519
0.329,0.313,0.0431,0.977,0.214,0.10200000000000001,0.28600000000000003
0.658,0.908,0.186,0.0335,0.0198,0.221,0.45
0.735,0.739,0.044,0.135,4.4000000000000006e-05,0.34900000000000003,0.6000000000000001
0.613,0.754,0.034800000000000005,0.0061200000000000004,0.0,0.129,0.7030000000000001
0.795,0.452,0.331,0.58,5.56e-06,0.12,0.0357
0.8320000000000001,0.706,0.33,0.0723,0.0,0.884,0.683
0.679,0.73,0.0689,0.00421,0.0,0.0736,0.292
0.495,0.759,0.468,0.5750000000000001,0.0,0.17,0.503
0.481,0.652,0.317,0.00642,0.0,0.176,0.518
0.677,0.6960000000000001,0.11900000000000001,0.321,0.0,0.42,0.464
0.506,0.9460000000000001,0.06520000000000001,2.2100000000000002e-05,0.0022600000000000003,0.0528,0.651
0.798,0.545,0.168,0.009040000000000001,9.480000000000001e-05,0.258,0.212
0.587,0.561,0.146,0.0466,0.0,0.109,0.35100000000000003
0.436,0.591,0.028900000000000002,0.0935,0.0408,0.0902,0.108
0.303,0.991,0.126,1.84e-05,0.00538,0.338,0.164
0.606,0.853,0.0392,0.006730000000000001,1.1899999999999998e-06,0.241,0.333
0.745,0.805,0.0324,0.274,0.161,0.0641,0.8180000000000001
0.655,0.541,0.028300000000000002,0.34600000000000003,0.008110000000000001,0.0879,0.706
0.512,0.6930000000000001,0.0296,0.00783,0.000882,0.106,0.405
0.681,0.842,0.0463,0.0506,2.5899999999999998e-06,0.085,0.516
0.511,0.804,0.043300000000000005,0.061900000000000004,0.0,0.0873,0.484
0.739,0.628,0.0703,0.0245,0.0,0.266,0.634
0.721,0.738,0.0403,0.0022600000000000003,4.41e-06,0.11800000000000001,0.637
0.265,0.797,0.0625,0.094,1.79e-05,0.134,0.209
0.47200000000000003,0.683,0.0694,0.024300000000000002,0.0,0.163,0.197
0.81,0.665,0.265,0.233,0.0,0.552,0.736
0.834,0.6960000000000001,0.17500000000000002,0.0026400000000000004,0.000179,0.328,0.545
0.528,0.537,0.0381,0.0456,0.0,0.106,0.188
0.484,0.8280000000000001,0.0543,0.028800000000000003,0.0,0.313,0.577
0.722,0.628,0.5650000000000001,0.08370000000000001,0.0,0.11,0.797
0.848,0.8210000000000001,0.052700000000000004,0.016900000000000002,0.000403,0.09620000000000001,0.249
0.8130000000000001,0.668,0.096,0.006730000000000001,0.0912,0.362,0.495
0.629,0.515,0.0785,0.17200000000000001,0.133,0.14400000000000002,0.27
0.742,0.79,0.054700000000000006,0.182,0.0,0.355,0.62
0.8210000000000001,0.714,0.09920000000000001,0.0345,0.0,0.148,0.215
0.869,0.687,0.33,0.152,0.0,0.159,0.883
0.653,0.811,0.031900000000000005,0.000612,2.86e-05,0.135,0.659
0.893,0.5650000000000001,0.268,0.07540000000000001,0.0,0.0375,0.808
0.556,0.782,0.031200000000000002,0.123,0.187,0.28400000000000003,0.305
0.529,0.621,0.0296,0.13,0.0,0.17300000000000001,0.617
0.799,0.7010000000000001,0.28200000000000003,0.309,7.360000000000001e-05,0.0514,0.607
0.786,0.5640000000000001,0.153,0.20500000000000002,4.2800000000000004e-05,0.0888,0.651
0.812,0.526,0.045700000000000005,0.28600000000000003,3.49e-06,0.276,0.439
0.63,0.91,0.058,0.023100000000000002,1.91e-06,0.125,0.525
0.731,0.515,0.122,0.385,0.00216,0.23600000000000002,0.448
0.646,0.611,0.027200000000000002,0.171,0.0,0.0634,0.272
0.386,0.516,0.28500000000000003,0.515,0.0,0.09720000000000001,0.556
0.544,0.716,0.0458,0.214,1.62e-06,0.114,0.784
0.896,0.554,0.09140000000000001,0.26,0.26,0.493,0.518
0.7030000000000001,0.834,0.0603,0.013900000000000001,0.0,0.1,0.863
0.552,0.904,0.114,0.0027,8.85e-06,0.0786,0.746
0.903,0.535,0.0742,0.297,0.0,0.34500000000000003,0.508
0.768,0.716,0.040400000000000005,0.35000000000000003,0.0,0.15,0.841
0.674,0.491,0.36,0.464,1.77e-05,0.106,0.492
0.741,0.851,0.06720000000000001,0.20700000000000002,0.0,0.296,0.84
0.664,0.442,0.101,0.224,0.921,0.16,0.448
0.247,0.604,0.0313,0.762,0.0926,0.36,0.161
0.46900000000000003,0.908,0.0765,0.00223,0.0,0.0711,0.656
0.728,0.636,0.0366,0.194,2.5700000000000005e-05,0.515,0.433
0.622,0.936,0.0805,0.000435,1.9100000000000003e-05,0.334,0.795
0.496,0.786,0.105,0.34700000000000003,0.0,0.11,0.374
0.663,0.85,0.41200000000000003,0.00322,0.0,0.293,0.499
0.507,0.516,0.106,0.457,0.0284,0.128,0.486
0.657,0.653,0.0258,0.0568,0.00014199999999999998,0.321,0.624
0.8190000000000001,0.96,0.0787,0.0037400000000000003,0.605,0.038200000000000005,0.775
0.664,0.548,0.042100000000000005,0.315,0.837,0.17200000000000001,0.228
0.848,0.625,0.11,0.031900000000000005,0.0,0.101,0.106
0.644,0.315,0.0339,0.706,0.0016200000000000001,0.09620000000000001,0.356
0.583,0.9400000000000001,0.0551,0.0476,0.000206,0.0524,0.378
0.838,0.793,0.145,0.00621,0.0,0.09620000000000001,0.527
0.843,0.538,0.47000000000000003,0.005070000000000001,0.0,0.133,0.169
